CLDECP|CLFACP|CDAGE|RASCL|RASC2|INDCL|LOCCL|PROCL|CCAPCP|PAIVCP|CDLIN|CDLIS|TPIVA|SCONTO
ZEPPICHL|ZEPPICHL|09|GASTHOF ZEPPICHL|SCHWEIGL LUKAS & CO. KG|ZEPPICHLER STRASSE, 25|MOOS IN PASSEIER|BZ|39013|02817650217||03|N||
ZWICKAUE|ZWICKAUE|09|ZWICKAUERHUTTE HEILEI KG|LEITNER HEINRICH & CO.|OSWALDWEG, 1 A|BOZEN|BZ|39100|03001080211||01|N||
HBAVAR01|HBAVAR01|10|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||02|N||
HBAVAR02|HBAVAR03|10|WEIHNACHTSMARKT BAVARIA|HOTEL BAVARIA|KIRCHSTEIG, 15|OBERMAIS MERAN|BZ|39012|01342330212||02|N||
HBAVAR03|HBAVAR03|10|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||02|N||
HBAVARIA|HBAVAR01|10|HOTEL BAVARIA GMBH||KIRCHSTEIG, 15|OBERMAIS MERAN|BZ|39012|01342330212||02|N||
HILLEB01|HILLEB01|10|HOTEL HILLEBRAND|D.HILLEBRAND EDMUND|TISENS,53/B|TISENS|BZ|39010|00722390218||01|N||
HOFBRUNN|HOFBRUNN|10|HOTEL HOFBRUNN KG|DES HEHL LIEPHART MICHAEL & CO.|JAUFENSTR. 14|RIFFIAN|BZ|39010|03142720212||01|N||
HOFERHOF|HOFERHOF|10|HOFERHOF|KROLL ROBERT|SCHENNABERG, 6|SCHENNA|BZ|39017|02473450217||01|N||
LOWENW01|LOWENW01|10|LOWENWIRT|LAHNER ANDREA OHG & CO.|JAUFENSTRASSE, 52|RIFFIAN|BZ|39010|02868630217||01|N||
PZIRME01|PZIRME01|10|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PZIRMERH|PZIRME01|10|HOTEL ZIRMERHOF|ORTNER GERLINDE|HOHLGASSE, 40|RIFFIAN|BZ|39010|02616790214||02|N||
SABINE02|SABINE02|10|LA GELATERIA SABINE SRL||VIA GARIBALDI,21|MERANO|BZ|39012|00679240218|1|01|N||
UNTERW01|UNTERW01|10|PENSION UNTERWEGER|WALZL KLARA|JAUFENSTRASSE, 36|RIFFIAN|BZ|39010|01014920217||01|N||
UNTERW03|UNTERW03|10|CAFE U OHG|DES UNTERWEGER MANUEL & CO.|JAUFENSTRASSE, 34|RIFFIAN|BZ|39010|02251890212||01|N||
WAALER|WAALER|10|WAALER HUTTE|KAUFMANN HEINRICH|VERDINS, 6|SCHENNA|BZ|39017|02310260217||01|N||
LIST|LIST|11|LISTA ARTICOLI||.|BZ|BZ|39100|||01|N||
ALPENROS|ALPENROS|22|HOTEL ALPENROSE GMBH||BERGERWEG, 6|SCHENNA|BZ|39017|00862670213||01|N||
FURSTENH|FURSTENH|22|FURSTENHOF GMBH||VERDINS, 48|SCHENNA|BZ|39017|00684370216||03|N|00500|
GEORGEN|GEORGEN|22|REST. ST.GEORGEN|PFOSTL ALOIS JOHANN|GEORGENSTRASSE, 41|SCHENNA|BZ|39017|01560200212||01|N||
HAHNENKA|HAHNENKA|22|PENSION HAHNENKAMM KG|SCHROTT KATRIN & CO.|PICHLERSTRASSE, 33|SCHENNA|BZ|39017|00601600216||01|N||
HARTWIG|HARTWIG|22|PENSION GRAF HARTWIG|VERDORFER JOHANN|ST. GEORGENSTRASSE, 38/B|SCHENNA|BZ|39017|00093620219||01|N||
HASENEGG|HASENEGG|22|MOUNTAIN VILLAGE HASENEGG|DES HERTSCHEG PATRICK & CO KG.|SCHENNABERG, 2|SCHENNA|BZ|39017|01716390214||01|N||
HDORFS01|HDORFS01|22|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||02|N||
HDORFSTU|HDORFS01|22|VERDINSER DORFSTUBM|VERDINSERHOF GMBH DR. ILLMER|VERDINS, 42|SCHENNA|BZ|39017|01342330212||02|N||
HERZHE01|HERZHE01|22|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HERZHERZ|HERZHE01|22|HOTEL ERZHERZOG JOHANN|PICHLER & CLARA GMBH|SCHLOSSWEG, 19|SCHENNA|BZ|39017|01342330212||02|N||
HHILBU01|HHILBU01|22|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HHILBURG|HHILBU01|22|HILBURGER GMBH||ST.GEORGENSTASSE, 4/B|SCHENNA|BZ|39017|01342330212||02|N||
HMEINH01|HMEINH01|22|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HMEINHAR|HMEINH01|22|PENSION MEINHARDT|FAM. KROLL PETER & CO. OHG|PICHLERSTRASSE, 18 B|SCHENNA|BZ|39017|01342330212||02|N||
HTAUSH01|HTAUSH01|22|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HTAUSHOF|HTAUSH01|22|HOTEL TAUSHOF GMBH||SCHENNASTRASSE, 30|SCHENNA|BZ|39017|01342330212||02|N||
IFINGER|IFINGER|22|HOTEL IFINGER GMBH||VERDINSERSTRASSE,18|SCHENNA|BZ|39017|01190560217||01|N||
ILLMER01|ILLMER01|22|ILLMER MARKET|ILLMER HANSPETER & CO KG|VERDINS, 13|SCHENNA|BZ|39017|01725340218||01|N||
INNEREIS|INNEREIS|22|PENSION INNEREISERER-HOF|FA. PIRCHER RAIMUND|VERDINS, 17|SCHENNA|BZ|39017|02536520212||01|N||
KARLEGGE|KARLEGGE|22|GASTHOF ALPENBLICK|PICHLER KARLEGGER FRIEDA|OBERTALL, 5|SCHENNA|BZ|39017|00394610216||01|N||
LAURIN04|LAURIN04|22|PENSION LAURIN|KLOTZNER FELIX & CO.OHG|PICHLERSTRASSE, 11|SCHENNA|BZ|39017|00728630211||01|N||
LEBENSTA|LEBENSTA|22|PENSION LEBENSTAIN|HOLZNER IDA IN PARTH|IFINGERSTRASSE, 2|SCHENNA|BZ|39017|00166090217||01|N||
MOAREBEN|MOAREBEN|22|MOAREBEN|BRAUNHOFER FILOMENA|PICHLERSTRASSE, 28|SCHENNA|BZ|39017|00292170214||01|N||
OBERPRAN|OBERPRAN|22|PENS. OBERPRANTACHER|OBERPRANTACHER Z.|VERDINSERSTRASSE, 46|SCHENNA|BZ|39017|00896360211||01|N||
OBERTABE|OBERTABE|22|OBERTABERHOF|HORMANN HELMUTH|ST. GEORGENSTRASSE, 17|SCHENNA|BZ|39017|02320640218||02|N||
PANORA07|PANORA07|22|HOTEL PANORAMA|PIRCHER MATHIAS|VERDINSERSTRASSE, 49|SCHENNA|BZ|39017|01459730212||01|N||
PGRUBE02|PGRUBE03|22|HOTEL GRUBERHOF|ALMBERGER GEORG|OBERVERDINS, 2|SCHENNA|BZ|39017|02616790214||02|N||
PGRUBE03|PGRUBE03|22|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PKIEND01|PKIEND01|22|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PKIENDL|PKIEND01|22|HOTEL & RESIDENCE KIENDL|ERBEN WINKLER FRANZ GES.|NAIFSTRASSE, 2|SCHENNA|BZ|39017|02616790214|1|02|N||
PLATTERR|PLATTERR|22|KIOSK|PLATTER ROSA|VERDINS|SCHENNA|BZ|39017|00524310216||01|N||
PPICHL01|PPICHL01|22|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PPICHLER|PPICHL01|22|GASTHOF PICHLER|D. EGGER DORIS & C. KG|PICHLERSTRASSE, 32|SCHENNA|BZ|39017|02616790214||02|N||
PRUNNER|PRUNNER|22|PRUNNER KLAUS & CO. OHG||ERZH. JOHANN PLATZ, 3|SCHENNA|BZ|39017|01184820213||01|N||
RASTLHOF|RASTLHOF|22|GASTHOF RASTLHOF|DES MAIR JOHANN|ST. GEORGENSTRASSE, 54|SCHENNA|BZ|39017|01304990219||01|N||
SCHONA01|SCHONA01|22|HOTEL SCHON AUSSICHT|ILLMER GUNTHER|VERDINS DORF, 27|SCHENNA|BZ|39017|02307720215||01|N||
SONNENPA|SONNENPA|22|HOTEL SONNENPARADIES KG|D. PICHLER JOSEF & CO.|VERDINSERSTRASSE, 41|SCHENNA|BZ|39017|01187140213||01|N|00300|
SPORTHOT|SPORTHOT|22|SPORTHOTEL ST. GEORGEN|PRUNNER RITA|ST.GEORGENSTRASSE, 36/B|SCHENNA|BZ|39017|01240980217||01|N||
TIEFENBR|TIEFENBR|22|REST. TIEFENBRUNN|BRUNNER IN PICHLER ROSA|VERDINSERSTRASSE, 34A|SCHENNA|BZ|39017|00387710213||01|N||
URBANSTU|URBANSTU|22|GASTHAUS ST. URBANSTUBE|ILLMER HANSPETER & CO KG|VERDINS, 21|SCHENNA|BZ|39017|01725340218||01|N||
VALLRE01|VALLRE01|22|PENSION VALLREIS|INNERHOFER GEORG|SCHENNASTRASSE, 47|SCHENNA|BZ|39017|00730060217||01|N||
WICKERTS|WICKERTS|22|MITLECHNERHOF GMBH||VERDINS, 20|SCHENNA|BZ|39017|02730900210||03|N|00500|
WIESEN03|WIESEN03|22|PENSION WIESENHOF|DOSSER GMBH|IFINGERSTRASSE, 36|SCHENNA|BZ|39017|00438210213||01|N||
